,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
epoch_247,uid_117628,52287,33817,1310,611,5367,86880,4277,31921,106011,111384,6670,140247
epoch_247,uid_21453,1310,611,33817,5367,4211,56060,110501,31921,104780,60943,111384,595
epoch_247,uid_229622,33817,4277,6597,611,5367,117192,98361,56060,4211,230,73876,6571
epoch_247,uid_167368,1310,6617,33817,104780,5364,106,39703,5625,4339,72554,4277,6705
epoch_247,uid_21772,33817,1310,140247,6735,5367,4277,98361,230,611,56060,90620,5358
epoch_247,uid_176555,56060,165141,3566,4211,4799,26249,611,6705,33817,3519,3687,2885
epoch_247,uid_166868,56060,43,78316,51094,52287,611,72554,6252,8368,84980,4500,117192
epoch_248,uid_128088,3566,968,180985,1484,110873,4046,96110,670,70728,26366,751,4772
epoch_248,uid_267455,2024,26547,26131,6705,147750,73876,3301,133185,3221,173941,106330,6679
epoch_248,uid_73381,48982,103801,5337,33138,3515,6834,6547,60753,90620,26131,6801,5006
epoch_248,uid_117628,3301,5337,48982,98361,26131,26699,106330,211,53322,51660,56908,6252
epoch_248,uid_21453,5337,48982,6834,5006,26131,26699,26349,55451,60753,3515,139757,165141
epoch_248,uid_229622,79541,48982,31921,27251,5337,26131,106330,26547,33138,56908,3515,5359
epoch_248,uid_167368,65135,26131,59016,48982,666,51660,4473,514,27867,140247,4863,751
epoch_248,uid_21772,65135,27251,3301,26131,48982,5337,6252,53322,56908,27867,26349,72554
epoch_248,uid_176555,103801,8915,48982,7396,95939,25752,65135,26491,129781,26699,5788,142509
epoch_248,uid_166868,1910,48982,6441,615,103801,5337,129781,968,3858,42197,31689,27251
epoch_249,uid_128088,5434,90717,165141,170355,37736,55031,6617,3964,2140,240,7708,5619
epoch_249,uid_267455,6442,71135,4116,2669,4909,1101,52950,240,95443,72405,3289,103235
epoch_249,uid_73381,79541,97921,1958,4116,118466,1101,71135,101577,72405,8011,90717,72554
epoch_249,uid_117628,97921,1101,103235,4116,120466,71135,2885,5198,90717,4473,165141,118466
epoch_249,uid_21453,97921,1101,354,4116,2885,90717,1958,103235,5198,6705,71135,26695
epoch_249,uid_229622,97921,4116,2885,103235,90717,1101,5198,118466,140247,240,26695,44657
epoch_249,uid_167368,4116,4923,2885,240,1101,2024,71135,5337,40946,119155,145066,2626
epoch_249,uid_21772,4116,1101,103235,90717,2885,5198,4473,118466,6547,2362,71135,165141
epoch_249,uid_176555,4981,4116,97921,103235,72405,119155,26695,4909,6107,43684,90717,49284
epoch_249,uid_166868,103235,7587,26587,72405,2885,97921,53349,1101,4116,118466,1958,26249
epoch_250,uid_128088,2474,111443,74948,32906,139757,139855,6547,90620,6382,2250,43,72405
epoch_250,uid_267455,595,70728,3182,101025,5963,51094,82242,8915,2495,3319,7826,37853
epoch_250,uid_73381,3182,92954,32906,32562,6558,51094,6252,165483,60674,2474,140481,82242
epoch_250,uid_117628,92954,90620,104780,5058,3771,32906,26349,70728,2897,62594,31804,8196
epoch_250,uid_21453,92954,4473,72554,90620,5359,3182,117192,5963,125,32906,5058,6442
epoch_250,uid_229622,595,92954,26249,111384,165141,72554,104780,70728,2897,3771,5531,90620
epoch_250,uid_167368,3182,71466,6670,4323,8927,26840,51094,595,26865,5198,5825,103235
epoch_250,uid_21772,92954,139757,26699,5058,51088,1642,111384,4981,104780,5012,70728,117192
epoch_250,uid_176555,92954,77561,26349,51094,2474,2528,52950,37853,66870,2796,82242,1313
epoch_250,uid_166868,595,65135,92954,72011,6597,32562,6671,90620,3771,84187,2061,70728
epoch_251,uid_128088,5367,235,1101,1184,75341,1879,3221,4007,114074,7773,4272,59105
epoch_251,uid_267455,114074,139721,2585,2900,59105,60753,6997,2314,145066,2626,50705,8496
epoch_251,uid_73381,114074,139855,4909,25752,142509,2900,110501,6667,2558,7936,139642,6997
epoch_251,uid_117628,2139,139855,114074,2474,8496,4031,80126,26009,6667,72405,84187,142509
epoch_251,uid_21453,2139,114074,2585,96832,2474,4031,4909,8496,26009,3771,6368,72405
epoch_251,uid_229622,114074,2139,96832,2474,2585,4909,142509,84187,6671,26009,31903,4031
epoch_251,uid_167368,2139,139721,6667,114074,3771,43,4945,31903,26009,72405,75341,2474
epoch_251,uid_21772,2585,2139,96832,3771,114074,26009,6368,4909,6670,2900,142509,84187
epoch_251,uid_176555,2139,6667,3771,2585,6735,6663,139721,4945,4272,26009,5358,7936
epoch_251,uid_166868,3519,6667,73268,4909,73876,6735,2585,2928,425,71135,8622,80126
epoch_252,uid_128088,6639,55451,27728,735,3251,3649,4041,4209,55402,31903,55272,425
epoch_252,uid_267455,4041,6671,55272,125,78316,147384,4847,2928,32562,670,3649,60979
epoch_252,uid_73381,4041,60979,84187,55402,59105,111617,91134,6668,147384,39444,72479,1900
epoch_252,uid_117628,4041,60979,6368,39444,8915,58492,6671,96110,7176,171491,147384,55272
epoch_252,uid_21453,84187,60979,4041,39444,7708,72479,58492,8915,7176,91134,42197,1642
epoch_252,uid_229622,60979,39444,72479,3701,8915,42197,55272,147384,91134,73587,31804,3111
epoch_252,uid_167368,84187,60979,2670,77629,6382,4041,2897,31804,2928,44657,58492,670
epoch_252,uid_21772,60979,7708,72479,8496,72405,58492,147384,96110,7176,6671,5625,55272
epoch_252,uid_176555,60979,96110,111617,8724,2928,55402,26366,96832,67997,84187,2801,73587
epoch_252,uid_166868,55402,60979,136020,5825,2910,3736,43635,78174,147372,6639,66870,5912
epoch_253,uid_128088,59607,86880,3111,6963,6107,103539,3078,147384,4616,7767,59143,91974
epoch_253,uid_267455,7762,611,59143,3192,7767,31804,130075,40946,72591,45106,4211,71466
epoch_253,uid_73381,106330,1642,7889,4844,59607,95443,4209,7930,165141,7198,86880,33903
epoch_253,uid_117628,2370,6547,55451,6558,4844,59607,95443,6442,6215,5314,4909,33358
epoch_253,uid_21453,2370,6547,26887,6571,59607,106330,4844,147384,140247,2897,6558,7762
epoch_253,uid_229622,2370,6547,4844,106,1642,5314,59607,5358,4209,95443,129781,6382
epoch_253,uid_167368,7198,2370,7708,3081,33903,5358,106330,7272,109425,142509,27664,26491
epoch_253,uid_21772,2370,2897,6215,6558,106330,40148,211,6382,4844,59143,33358,5314
epoch_253,uid_176555,6834,5367,4844,7930,1642,2370,49822,6571,6963,27728,95443,39444
epoch_253,uid_166868,7889,3111,59607,106330,4844,69849,2370,111443,6858,354,102720,4209
epoch_254,uid_128088,354,120813,110501,69640,8496,56587,6598,8512,70206,3182,611,496
epoch_254,uid_267455,73587,140481,27792,31225,3044,120813,146688,179819,7176,8338,46855,7492
epoch_254,uid_73381,3161,6826,94126,31225,4339,7176,7619,6017,8496,26009,6107,117922
epoch_254,uid_117628,94126,140481,73587,31225,6107,6826,51094,120813,44022,32562,6017,3192
epoch_254,uid_21453,3161,94126,140481,31225,8196,31804,6017,6382,4339,120813,44022,73587
epoch_254,uid_229622,3161,94126,8496,140481,72405,33358,6017,44022,51094,6826,8196,6107
epoch_254,uid_167368,611,6107,8496,6017,94126,120813,44022,82242,70728,31225,5333,6571
epoch_254,uid_21772,94126,6826,73587,8196,3161,140481,25850,77629,31804,51094,7881,120813
epoch_254,uid_176555,120813,3161,4473,3182,140481,31225,666,354,27867,79987,6252,8496
epoch_254,uid_166868,3161,71282,2066,7619,31225,44022,26349,109425,3182,8496,7176,4339
epoch_255,uid_128088,2436,103801,27073,27155,27251,3726,76091,27727,150596,6668,4116,136538
epoch_255,uid_267455,27073,122920,26366,5230,183611,60760,27867,2436,27664,27316,4126,3830
epoch_255,uid_73381,3301,96062,27073,4733,6215,5139,27155,69849,120813,2237,55272,27867
epoch_255,uid_117628,27073,5625,69849,106,3964,5139,5012,27867,183611,4733,25752,122920
epoch_255,uid_21453,27073,5139,27867,69849,3192,6252,6215,5625,4733,106,183611,211
epoch_255,uid_229622,27073,5139,6252,211,69849,27867,5012,4733,5017,6215,7930,96062
epoch_255,uid_167368,27073,2061,122920,4733,90620,91622,7762,5602,152077,25752,27155,27727
epoch_255,uid_21772,27073,3192,5139,49284,3964,183611,69849,4733,666,80126,5912,26695
epoch_255,uid_176555,91974,7058,3192,5139,118466,73101,27073,72554,42418,152077,4923,632
epoch_255,uid_166868,91974,7773,3192,55851,7492,4733,114074,7058,5139,6368,2237,6896
epoch_256,uid_128088,111924,4297,42418,5198,1621,6429,166635,753,2885,7193,69849,5993
epoch_256,uid_267455,64983,5856,43635,60943,3515,1621,55031,5544,394,1054,41769,55402
epoch_256,uid_73381,64983,5619,5856,7193,41769,3727,43635,1313,7762,70728,60943,166635
epoch_256,uid_117628,64983,4847,5856,7193,5619,78316,72591,1621,105504,55402,8011,43635
epoch_256,uid_21453,64983,78316,7193,55402,4847,5619,5856,41769,43635,6671,80126,4297
epoch_256,uid_229622,64983,71135,5619,5856,78316,7193,105504,41769,4847,80,141890,7176
epoch_256,uid_167368,64983,7193,4297,1621,78316,5856,5619,5544,5461,42418,4847,7936
epoch_256,uid_21772,64983,5856,5619,4031,27664,55402,7193,78316,41769,4272,43635,4847
epoch_256,uid_176555,64983,71135,72479,4847,56156,670,6429,4031,104780,6466,4297,56908
epoch_256,uid_166868,1313,27728,72479,3727,33817,7193,72591,73587,5358,5367,166635,27866
epoch_257,uid_128088,179819,5314,1565,70687,71057,71135,7176,2928,3161,161922,6671,2370
epoch_257,uid_267455,111384,55419,184931,162598,4272,6107,32582,26491,8927,4844,79428,93563
epoch_257,uid_73381,129781,52375,1520,1565,184931,7773,4297,2928,44731,58492,3221,44849
epoch_257,uid_117628,129781,44849,55872,184931,87192,425,3221,2928,26491,55419,46,6801
epoch_257,uid_21453,129781,105504,44849,55872,31903,184931,26491,5531,7619,5993,1520,2928
epoch_257,uid_229622,44849,55872,425,26491,8927,751,43635,4297,31225,2061,7619,1520
epoch_257,uid_167368,140481,425,43635,105504,184931,39444,3221,33880,3003,96832,118896,111617
epoch_257,uid_21772,129781,55872,44849,4211,2928,7492,31225,6107,26491,31903,3221,1520
epoch_257,uid_176555,184931,46772,2061,5333,117511,7826,106330,5817,5170,7619,81731,63826
epoch_257,uid_166868,1873,90717,79428,1565,8291,147384,33880,26491,25827,1520,140481,179819
epoch_258,uid_128088,155288,632,4010,106330,26547,6241,2585,58554,756,26249,25805,407
epoch_258,uid_267455,407,632,114762,62594,74156,4500,78349,42418,25741,73101,1164,69524
epoch_258,uid_73381,407,611,31150,5364,26491,33358,2670,7716,2626,53322,72129,7396
epoch_258,uid_117628,407,31150,72129,5544,7762,4500,2670,7943,632,6997,52950,42418
epoch_258,uid_21453,407,2670,53322,52950,31150,7272,7003,33358,5544,72129,26865,4500
epoch_258,uid_229622,407,31150,2928,7272,72129,7716,5544,52950,62594,183611,7762,8291
epoch_258,uid_167368,407,183611,62594,2048,111384,27792,86880,26547,5139,1533,78349,6997
epoch_258,uid_21772,407,7003,72129,52950,6679,45106,26547,66870,7716,33903,94469,5531
epoch_258,uid_176555,407,8011,4500,1533,26865,74750,40148,7762,4541,183611,26547,4956
epoch_258,uid_166868,407,6442,26082,7716,72129,33358,7116,102993,31150,175585,7943,7396
epoch_259,uid_128088,117192,50245,89386,77854,120474,4909,4923,73587,73266,26349,1785,101025
epoch_259,uid_267455,34482,47978,27,41863,40959,2085,77629,2670,175585,66870,27155,26258
epoch_259,uid_73381,211,40959,632,27792,3793,66870,3192,8291,2085,96110,25763,27
epoch_259,uid_117628,3793,53894,2085,4519,27,4616,7272,27792,47978,7396,666,8291
epoch_259,uid_21453,3793,106011,8927,4616,2085,27792,62594,142509,27,47978,4519,34482
epoch_259,uid_229622,106011,3793,27792,2670,2085,7396,3192,34482,53894,4616,7767,40959
epoch_259,uid_167368,632,4616,27,53894,7826,3793,3192,117922,109157,6748,4031,73587
epoch_259,uid_21772,3793,7767,2085,40959,2670,27,7396,91134,4519,8927,3687,72591
epoch_259,uid_176555,6629,3793,6558,8927,4616,2085,6826,44657,34482,43635,6748,450
epoch_259,uid_166868,37384,3793,6629,26009,5856,40959,184931,106,2626,4519,27,8927
epoch_260,uid_128088,72554,105504,110603,101741,4541,4479,8915,2454,6368,8291,58347,160954
epoch_260,uid_267455,3964,2362,80,3727,142507,7003,4064,58554,77667,118896,8131,103539
epoch_260,uid_73381,3087,4479,5544,2585,52950,47978,3830,5058,6183,4031,170357,26695
epoch_260,uid_117628,3087,77629,3182,147374,170357,40959,3727,7198,25850,80,6183,26695
epoch_260,uid_21453,3087,147374,95443,170357,751,3727,77629,6679,58347,40959,51094,5017
epoch_260,uid_229622,3087,147374,3182,3727,47978,5993,7773,77629,2626,6183,3221,3830
epoch_260,uid_167368,6679,3087,142507,3727,31150,3964,52375,2585,6441,117511,25763,7889
epoch_260,uid_21772,3087,47978,147374,3182,95443,7198,5993,3727,170357,58347,7762,184931
epoch_260,uid_176555,5619,5856,4479,5544,199,3087,73319,3221,77629,105504,496,7817
epoch_260,uid_166868,52950,6436,3087,4479,96110,5993,5544,182823,142509,44731,139855,95443
epoch_261,uid_128088,1571,44197,118466,106011,339,26512,8838,4064,2148,37731,2696,6466
epoch_261,uid_267455,7936,53894,5058,3514,5167,6805,66156,1601,1565,119155,111617,39703
epoch_261,uid_73381,3771,3687,26366,66156,670,41863,26258,7009,26840,55031,3588,4272
epoch_261,uid_117628,26366,7936,4297,27155,3289,6705,31903,3514,73101,4272,34482,58554
epoch_261,uid_21453,26366,3221,3687,53894,2626,7936,73101,26840,58554,3289,26547,2334
epoch_261,uid_229622,120813,55402,3687,7936,170357,27155,1041,26366,73101,3289,161922,70687
epoch_261,uid_167368,47978,5230,1041,69529,49284,171491,98604,7773,161922,66156,34482,2272
epoch_261,uid_21772,2474,53894,26366,2626,6017,3830,62594,7936,4297,5544,73101,27792
epoch_261,uid_176555,7708,7176,5359,6017,2272,5993,27155,7009,94126,26840,162598,27792
epoch_261,uid_166868,7708,26366,26547,120813,4616,43914,7762,140247,553,6558,4272,6017
epoch_262,uid_128088,27792,56607,57655,175197,3858,27867,1913,6017,145066,1168,1164,5531
epoch_262,uid_267455,62374,1913,126426,161922,1520,7845,117511,25763,4923,7171,666,235
epoch_262,uid_73381,6116,2139,5461,55830,2436,6441,42418,26547,1913,139721,183611,46572
epoch_262,uid_117628,62374,91134,2626,60753,2436,5461,5531,1081,1913,6679,46572,3873
epoch_262,uid_21453,62374,2436,32562,6801,5461,55830,7198,3873,1913,8291,175197,1671
epoch_262,uid_229622,62374,60753,6705,6801,32562,7058,55830,1913,60943,235,184931,118896
epoch_262,uid_167368,62374,170357,1081,5531,235,6801,3873,1913,5058,58347,55830,6776
epoch_262,uid_21772,62374,6705,6801,60753,1913,1081,31150,55830,425,2436,7058,145066
epoch_262,uid_176555,3649,58492,60943,62374,5461,4064,60753,1671,6801,1081,3078,425
epoch_262,uid_166868,62374,91134,5461,2436,27073,27664,4297,6801,63826,33421,58492,4064
epoch_263,uid_128088,77201,26158,6826,118896,142507,45106,4213,4095,49822,117922,2897,8504
epoch_263,uid_267455,49822,2796,59995,2061,5461,2756,46572,26596,7066,5333,147380,6657
epoch_263,uid_73381,49822,394,6598,146688,496,114762,142507,25850,4945,4064,32582,171749
epoch_263,uid_117628,49822,4064,25763,2796,7066,60943,146688,4945,1533,114762,79987,394
epoch_263,uid_21453,49822,25850,146688,25763,2796,4064,394,86880,4945,6598,7066,66870
epoch_263,uid_229622,49822,25850,5461,4064,394,114762,2796,25763,1533,4945,7066,146688
epoch_263,uid_167368,49822,394,496,114762,4064,81383,5526,55872,40959,2436,31162,146688
epoch_263,uid_21772,49822,60943,4064,5461,40946,25763,32562,146688,2796,394,7066,114762
epoch_263,uid_176555,25850,394,6598,2626,59995,2362,5526,6441,86880,5006,7066,6882
epoch_263,uid_166868,4945,6598,55721,56607,1900,60943,5619,171749,5058,32582,27155,59995
epoch_264,uid_128088,7030,133185,7881,7889,6882,5017,5012,4847,95105,103541,44849,7058
epoch_264,uid_267455,7116,56885,6748,7396,73319,4209,6183,81383,117922,5602,85438,129013
epoch_264,uid_73381,1415,3044,4847,33880,425,7116,101025,1533,85438,105504,666,77629
epoch_264,uid_117628,7116,3044,26547,1415,4209,7930,32582,6805,294,85438,56885,33903
epoch_264,uid_21453,7116,3044,1415,32582,7930,85438,4209,6805,56885,7943,7396,33880
epoch_264,uid_229622,7116,3044,53189,32582,1415,4272,101025,6679,7943,7198,6429,6805
epoch_264,uid_167368,7116,85438,73319,5664,7396,6429,26386,7675,3044,294,8512,7930
epoch_264,uid_21772,7116,3044,7930,111617,4209,85438,53189,1415,6183,6805,5006,33880
epoch_264,uid_176555,53189,1520,57655,7116,85438,7193,1415,751,165483,7675,40959,8512
epoch_264,uid_166868,85438,7930,53189,1415,6668,73319,7675,25763,6547,751,1533,3044
epoch_265,uid_128088,152077,40946,1575,62374,94985,26865,109187,4695,5544,1024,83086,25891
epoch_265,uid_267455,3588,109187,77201,3230,48982,2442,4008,83086,7889,7716,2766,27727
epoch_265,uid_73381,3230,2442,171491,145066,133185,73319,84847,1024,162598,3078,26865,59143
epoch_265,uid_117628,751,73319,3230,2442,5006,6441,6382,1900,48560,3003,109187,4008
epoch_265,uid_21453,3230,171491,1900,73319,2442,48560,6183,1024,77201,109187,145066,632
epoch_265,uid_229622,3230,2442,73319,6441,77201,5006,1024,133185,1900,48560,145066,4008
epoch_265,uid_167368,3230,133185,42738,1900,59143,1565,83086,1520,2442,80917,96062,4695
epoch_265,uid_21772,3230,751,2442,6441,48560,73319,109187,1565,1900,632,3003,77201
epoch_265,uid_176555,3230,1900,48560,7003,7773,1565,7289,42738,1621,33903,109187,59143
epoch_265,uid_166868,3230,171491,6963,4289,5006,1024,2442,94126,7767,183611,3078,109187
epoch_266,uid_128088,95443,5516,1286,31804,87192,2669,38198,51094,27246,7762,7716,94150
epoch_266,uid_267455,102993,52579,27246,117881,1286,7675,7943,3932,78218,46772,6441,59392
epoch_266,uid_73381,2136,6805,111362,102993,7003,77201,6382,27246,2495,87192,78218,3658
epoch_266,uid_117628,2136,111362,8927,3830,102993,27246,49284,77201,1520,52579,7058,5167
epoch_266,uid_21453,2136,111362,87192,27246,3078,133185,102993,7573,26258,3658,78218,7767
epoch_266,uid_229622,2136,111362,27246,102993,2436,7889,7573,4815,7003,3078,4500,3658
epoch_266,uid_167368,102993,27246,4272,130075,111362,7716,6805,94864,52579,5891,147374,2136
epoch_266,uid_21772,2136,27246,102993,48638,133185,3078,26840,4815,3658,4500,7889,7573
epoch_266,uid_176555,27246,170357,77201,31903,2766,2136,2436,5516,6382,7716,6805,72129
epoch_266,uid_166868,27246,6805,6705,6382,4847,48638,2136,77201,60753,101741,155288,111617
epoch_267,uid_128088,43635,27,1873,3727,116799,32562,31150,126426,81383,4815,9018,103984
epoch_267,uid_267455,4815,109181,53189,70687,1900,26840,4616,103984,1870,183619,6429,6667
epoch_267,uid_73381,6748,4815,103984,2766,4616,7625,159451,126426,183619,147374,109187,46772
epoch_267,uid_117628,133185,71466,139721,41863,142507,82242,82169,1870,45106,6429,3858,145066
epoch_267,uid_21453,103984,71466,139721,4815,6748,46772,183619,2766,80,45106,142507,7889
epoch_267,uid_229622,71466,103984,142507,85438,6748,46772,45106,82242,139721,41863,2766,7826
epoch_267,uid_167368,3858,46772,4815,80,103539,183619,45106,7573,126426,1870,82169,7943
epoch_267,uid_21772,4945,6429,71466,4616,34482,103984,80,139721,142507,52579,6748,2766
epoch_267,uid_176555,80,2670,1101,133185,41863,78349,142507,27,7889,81383,118896,183619
epoch_267,uid_166868,3871,103984,142507,2670,6215,4031,8898,147374,141890,59105,44849,46772
epoch_268,uid_128088,25763,5856,30812,2442,7179,60943,96417,69712,176933,65868,3830,72591
epoch_268,uid_267455,7619,176933,7289,6232,4945,155288,32792,175197,69712,161,56587,182715
epoch_268,uid_73381,7289,8196,80,176933,69712,4826,71466,33639,91199,39703,6241,5788
epoch_268,uid_117628,40946,176933,7619,91199,7289,69712,33639,450,4815,175197,64701,41769
epoch_268,uid_21453,176933,7289,4272,101025,69712,71745,450,33639,6667,1565,114762,6441
epoch_268,uid_229622,176933,40946,7289,175197,6232,64701,450,5058,33639,339,69712,119155
epoch_268,uid_167368,33639,179819,71745,7619,8291,176933,26258,40148,7289,127206,4826,3627
epoch_268,uid_21772,176933,7619,8291,69712,7289,3289,91199,6232,26258,450,101025,6116
epoch_268,uid_176555,101025,3727,40946,176933,69712,111362,91199,6232,43914,107312,155288,25744
epoch_268,uid_166868,394,80,104875,91199,8196,114762,176933,152,6882,1022,69712,6232
epoch_269,uid_128088,6441,7841,2659,111617,167036,2801,80126,3011,46572,3192,53189,93563
epoch_269,uid_267455,5788,171749,40870,735,5170,4289,339,964,199,95939,40148,58347
